identifier,foo,decoded_tags
37182938,923.2006907,"b'{""traffic_calming"": ""bump""}'"
37182943,923.200688,"b'{""traffic_calming"": ""bump""}'"
37182944,923.2003526999999,"b'{""traffic_calming"": ""bump""}'"
37182946,923.2000429,"b'{""traffic_calming"": ""bump""}'"
37182953,923.1994609,"b'{""traffic_calming"": ""bump""}'"
37182964,923.198895,"b'{""traffic_calming"": ""bump""}'"
37183007,923.2657104,"b'{""highway"": ""stop"", ""stop"": ""minor""}'"
37183022,923.2648126,"b'{""traffic_calming"": ""hump""}'"
37183028,923.2641139,"b'{""traffic_calming"": ""hump""}'"
37183033,923.2642238,"b'{""traffic_calming"": ""island""}'"
37183377,923.2475966,"b'{""information"": ""guidepost"", ""name"": ""HA60"", ""operator"": ""Patapsco Valley State Park"", ""operator:wikidata"": ""Q6781308"", ""source"": ""Patapsco Valley State Park"", ""tourism"": ""information""}'"
37183858,922.9915779,"b'{""traffic_calming"": ""island""}'"
37183860,922.9908331,"b'{""traffic_calming"": ""island""}'"
37184116,923.1549166,"b'{""traffic_calming"": ""bump""}'"
37184180,923.2286797,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""blinker""}'"
37184388,923.1422159,"b'{""traffic_calming"": ""hump""}'"
37184398,923.1420064,"b'{""crossing"": ""marked"", ""highway"": ""crossing""}'"
37184757,923.2206648,"b'{""traffic_calming"": ""hump""}'"
37184825,922.9794604,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37184834,922.9776518,"b'{""crossing_ref"": ""zebra"", ""highway"": ""crossing""}'"
37185117,923.2041538999999,"b'{""traffic_calming"": ""choker""}'"
37185149,922.9873423,"b'{""traffic_calming"": ""island""}'"
37185645,923.1315924,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
37186017,923.1944278,"b'{""crossing"": ""unmarked"", ""highway"": ""crossing""}'"
37186340,923.1602156,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37186341,923.1601997,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37186884,923.1186842,"b'{""highway"": ""traffic_signals"", ""traffic_signals:direction"": ""forward""}'"
37186999,923.2228187000001,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37187036,923.2328959,"b'{""access"": ""yes"", ""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""crossing:saltire"": ""yes"", ""lit"": ""no"", ""operator"": ""CSX Transportation"", ""operator:wikidata"": ""Q856783"", ""phone"": ""+1-800-232-0144"", ""railway"": ""level_crossing"", ""ref"": ""140886H""}'"
37187052,923.1865977,"b'{""crossing"": ""marked"", ""crossing:island"": ""no"", ""crossing:markings"": ""ladder"", ""highway"": ""crossing"", ""tactile_paving"": ""yes""}'"
37187088,923.1876248,"b'{""crossing"": ""traffic_signals"", ""crossing:island"": ""no"", ""highway"": ""crossing""}'"
37187253,923.1761259,"b'{""traffic_calming"": ""bump""}'"
37187347,923.0199451999999,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
37187410,923.1301215999999,"b'{""traffic_calming"": ""hump""}'"
37187416,923.1282413,"b'{""traffic_calming"": ""hump""}'"
37187493,923.1813693,"b'{""traffic_calming"": ""bump""}'"
37187554,923.1507935,"b'{""traffic_calming"": ""hump""}'"
37187567,923.1513852,"b'{""traffic_calming"": ""hump""}'"
37188029,923.1246228,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""ladder"", ""highway"": ""crossing""}'"
37188371,923.1746181999999,"b'{""direction"": ""both"", ""surface"": ""asphalt"", ""traffic_calming"": ""table""}'"
37188757,923.1554669,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37189469,923.1134151,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37189494,923.1232543,"b'{""highway"": ""crossing"", ""traffic_calming"": ""choker""}'"
37189836,923.1862566,"b'{""direction"": ""both"", ""traffic_calming"": ""hump""}'"
37189945,922.9910923,"b'{""traffic_calming"": ""island""}'"
37190082,923.1875803,"b'{""traffic_calming"": ""hump""}'"
37190632,923.1352974,"b'{""traffic_calming"": ""hump""}'"
37190638,923.1324556,"b'{""traffic_calming"": ""hump""}'"
37190652,923.1301865,"b'{""traffic_calming"": ""hump""}'"
37190663,923.1285919,"b'{""traffic_calming"": ""hump""}'"
37190703,923.1331154,"b'{""crossing"": ""uncontrolled"", ""crossing:island"": ""no"", ""highway"": ""crossing"", ""tactile_paving"": ""yes"", ""traffic_calming"": ""hump""}'"
37191749,923.1694311,"b'{""traffic_calming"": ""hump""}'"
37191787,923.1626056,"b'{""traffic_calming"": ""hump""}'"
37191872,923.1723537,"b'{""traffic_calming"": ""hump""}'"
37191885,923.1728988,"b'{""traffic_calming"": ""hump""}'"
37191943,923.1822891,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37192154,923.1338019,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""surface"", ""highway"": ""crossing""}'"
37192247,923.1355484000001,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""ladder"", ""highway"": ""crossing""}'"
37193267,923.1106146,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
37193270,923.1107366,"b'{""traffic_calming"": ""hump""}'"
37193730,923.1804691,"b'{""traffic_calming"": ""bump""}'"
37194691,923.2588444,"b'{""access"": ""private"", ""barrier"": ""gate"", ""wheelchair"": ""no""}'"
37194812,923.1669537,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
37195060,923.1246418000001,"b'{""traffic_calming"": ""hump""}'"
37195073,923.123094,"b'{""traffic_calming"": ""hump""}'"
37195779,923.1429614,"b'{""traffic_calming"": ""hump""}'"
37195792,923.1405528,"b'{""traffic_calming"": ""hump""}'"
37195806,923.1394803000001,"b'{""traffic_calming"": ""hump""}'"
37195818,923.1447515,"b'{""traffic_calming"": ""choker""}'"
37195834,923.1441608,"b'{""traffic_calming"": ""hump""}'"
37195968,923.2122962,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37196045,923.1408875,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
37196046,923.1407545,"b'{""crossing"": ""marked"", ""crossing:island"": ""no"", ""crossing:markings"": ""ladder"", ""highway"": ""crossing"", ""tactile_paving"": ""no""}'"
37196175,923.1839317,"b'{""traffic_calming"": ""bump""}'"
37196278,923.1825051,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""blinker""}'"
37196329,923.1632969,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37196530,922.9804945,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37196624,923.0468009,"b'{""crossing"": ""no"", ""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
37196625,923.0470965,"b'{""crossing"": ""no"", ""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
37196656,923.0964098,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37196670,923.1051197,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37197195,923.147707,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37197220,923.1469523,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37197226,923.1471235,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37197463,923.1300838,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37197506,923.129875,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37197574,923.1610056,"b'{""traffic_calming"": ""hump""}'"
37197580,923.1602935,"b'{""traffic_calming"": ""hump""}'"
37197627,923.1988861,"b'{""traffic_calming"": ""hump""}'"
37197690,923.1665127,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
37197764,923.1556425,"b'{""crossing"": ""traffic_signals"", ""crossing:island"": ""no"", ""crossing:markings"": ""lines"", ""crossing:signals"": ""yes"", ""highway"": ""crossing"", ""tactile_paving"": ""yes""}'"
37198348,923.1492427000001,"b'{""direction"": ""forward"", ""highway"": ""stop"", ""side"": ""right"", ""traffic_sign:forward"": ""US:R1-1""}'"
37198689,923.1429684,"b'{""traffic_calming"": ""hump""}'"
37198697,923.144405,"b'{""traffic_calming"": ""hump""}'"
37199111,923.0920318,"b'{""traffic_calming"": ""hump""}'"
37199118,923.0925155,"b'{""traffic_calming"": ""hump""}'"
37199144,923.1548048,"b'{""traffic_calming"": ""island""}'"
37199187,923.132674,"b'{""crossing"": ""marked"", ""crossing:island"": ""no"", ""highway"": ""crossing"", ""tactile_paving"": ""yes""}'"
37199259,923.1275492,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
37199277,923.129168,"b'{""check_date:crossing"": ""2021-04-30"", ""crossing"": ""uncontrolled"", ""crossing:island"": ""no"", ""highway"": ""crossing"", ""tactile_paving"": ""no""}'"
37199367,923.2145747,"b'{""traffic_calming"": ""hump""}'"
37199478,923.1136555,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
37199484,923.1131536,"b'{""direction"": ""both"", ""traffic_calming"": ""hump""}'"
37199494,923.1128387,"b'{""direction"": ""both"", ""traffic_calming"": ""hump""}'"
37199835,923.1729282,"b'{""highway"": ""stop"", ""side"": ""right""}'"
37199858,923.1758242,"b'{""traffic_calming"": ""hump""}'"
37200042,923.2088221,"b'{""traffic_calming"": ""hump""}'"
37200304,923.1991967,"b'{""traffic_calming"": ""bump""}'"
37200308,923.1994059,"b'{""direction"": ""both"", ""traffic_calming"": ""bump""}'"
37200312,923.1987622,"b'{""direction"": ""both"", ""traffic_calming"": ""bump""}'"
37200325,923.1980205,"b'{""direction"": ""both"", ""traffic_calming"": ""bump""}'"
37200616,923.2106052,"b'{""access"": ""yes"", ""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""no"", ""lit"": ""no"", ""operator"": ""CSX Transportation"", ""operator:wikidata"": ""Q856783"", ""railway"": ""level_crossing"", ""ref"": ""140252L""}'"
37200622,923.2114947,"b'{""access"": ""yes"", ""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""no"", ""lit"": ""no"", ""operator"": ""CSX Transportation"", ""operator:wikidata"": ""Q856783"", ""railway"": ""level_crossing""}'"
37200760,923.1525921,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""both""}'"
37200820,923.1753747,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
37200821,923.1753853,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""both""}'"
37200937,923.2202998,"b'{""traffic_calming"": ""hump""}'"
37201029,922.9862256,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37201502,923.1694396,"b'{""crossing"": ""unmarked"", ""crossing:island"": ""no"", ""crossing:markings"": ""no"", ""highway"": ""crossing"", ""tactile_paving"": ""yes""}'"
37201734,923.117898,"b'{""crossing"": ""uncontrolled"", ""crossing:island"": ""yes"", ""crossing:markings"": ""yes"", ""crossing:signals"": ""no"", ""highway"": ""crossing""}'"
37201852,923.1548522,"b'{""traffic_calming"": ""hump""}'"
37202130,923.1176869,"b'{""traffic_calming"": ""island""}'"
37202590,923.1296989,"b'{""access"": ""yes"", ""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""lit"": ""no"", ""operator"": ""CSX Transportation"", ""operator:wikidata"": ""Q856783"", ""phone"": ""+1-800-232-0144"", ""railway"": ""level_crossing"", ""ref"": ""140410J""}'"
37202638,923.116466,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37203203,923.1448247,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37204120,923.1053293,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37204184,923.1198951,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37204233,923.1191464,"b'{""traffic_calming"": ""hump""}'"
37204246,923.1195261,"b'{""traffic_calming"": ""hump""}'"
37204253,923.1183576,"b'{""traffic_calming"": ""hump""}'"
37204263,923.1169313,"b'{""traffic_calming"": ""hump""}'"
37204295,923.11665,"b'{""traffic_calming"": ""hump""}'"
37204322,923.1170032,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
37204683,923.1685409,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""both""}'"
37204745,923.1602824,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37204819,923.1564706,"b'{""traffic_calming"": ""bump""}'"
37204825,923.1558075,"b'{""traffic_calming"": ""bump""}'"
37205043,923.1906293,"b'{""traffic_calming"": ""hump""}'"
37205444,923.1676374,"b'{""traffic_calming"": ""hump""}'"
37205488,923.1674545,"b'{""traffic_calming"": ""hump""}'"
37205491,923.1671408,"b'{""traffic_calming"": ""hump""}'"
37205495,923.1668927000001,"b'{""traffic_calming"": ""hump""}'"
37205801,923.1345558,"b'{""traffic_calming"": ""hump""}'"
37205835,923.1243795,"b'{""traffic_calming"": ""island""}'"
37206451,923.1567979,"b'{""traffic_calming"": ""bump""}'"
37206614,923.2090904,"b'{""traffic_calming"": ""hump""}'"
37206621,923.208456,"b'{""traffic_calming"": ""hump""}'"
37206675,923.1617204,"b'{""traffic_calming"": ""hump""}'"
37206693,923.160103,"b'{""highway"": ""passing_place"", ""traffic_calming"": ""hump""}'"
37206697,923.1609627,"b'{""traffic_calming"": ""hump""}'"
37208007,923.0983353,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
37208055,923.1932712,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
37208137,923.0983997,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
37208195,923.1934218,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
37208343,923.2226783,"b'{""highway"": ""crossing"", ""traffic_calming"": ""hump""}'"
37208851,923.1197506,"b'{""crossing"": ""unmarked"", ""crossing:markings"": ""no"", ""highway"": ""crossing""}'"
37209048,923.1433902,"b'{""crossing"": ""marked"", ""highway"": ""crossing""}'"
37209517,923.1331069,"b'{""crossing"": ""traffic_signals"", ""crossing:markings"": ""ladder"", ""highway"": ""crossing""}'"
37209661,923.1332691,"b'{""crossing"": ""traffic_signals"", ""crossing:markings"": ""ladder"", ""highway"": ""crossing""}'"
37209973,923.1646471,"b'{""traffic_calming"": ""hump""}'"
37209976,923.163644,"b'{""traffic_calming"": ""hump""}'"
37210045,923.1890541,"b'{""traffic_calming"": ""hump""}'"
37210793,923.1293659,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
37210891,923.1592492,"b'{""traffic_calming"": ""hump""}'"
37210942,923.156468,"b'{""traffic_calming"": ""bump""}'"
37211132,923.1011406,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37211474,923.0650302,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37211500,923.0507709999999,"b'{""crossing"": ""no"", ""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37211678,923.206308,"b'{""information"": ""guidepost"", ""name"": ""HH00"", ""operator"": ""Patapsco Valley State Park"", ""operator:wikidata"": ""Q6781308"", ""source"": ""Patapsco Valley State Park"", ""tourism"": ""information""}'"
37212900,922.9691021,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
37213031,923.2760145,"b'{""access"": ""yes"", ""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""lit"": ""no"", ""operator"": ""CSX Transportation"", ""operator:wikidata"": ""Q856783"", ""phone"": ""+1-800-232-0144"", ""railway"": ""level_crossing"", ""ref"": ""140883M""}'"
37213813,923.2801988,"b'{""access"": ""customers"", ""access:delivery"": ""no"", ""barrier"": ""gate"", ""bicycle"": ""yes"", ""foot"": ""yes"", ""motorcar"": ""no"", ""motorcycle"": ""no""}'"
37213825,923.2689937,"b'{""information"": ""guidepost"", ""name"": ""HA34"", ""operator"": ""Patapsco Valley State Park"", ""operator:wikidata"": ""Q6781308"", ""source"": ""Patapsco Valley State Park"", ""tourism"": ""information""}'"
37213852,923.2518437,"b'{""information"": ""guidepost"", ""name"": ""HO16"", ""operator"": ""Patapsco Valley State Park"", ""operator:wikidata"": ""Q6781308"", ""source"": ""Patapsco Valley State Park"", ""tourism"": ""information""}'"
37213857,923.250006,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""ladder:skewed"", ""highway"": ""crossing""}'"
37214945,923.2187892,"b'{""traffic_calming"": ""hump""}'"
37215384,923.1543826,"b'{""crossing"": ""marked"", ""highway"": ""crossing""}'"
37215466,923.1524057,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""ladder"", ""crossing:signals"": ""no"", ""highway"": ""crossing""}'"
37216949,923.1622681,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
37217721,923.154052,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
37218271,923.2189271,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37218544,923.0698149,"b'{""access"": ""private"", ""barrier"": ""gate"", ""gate:type"": ""double""}'"
37218611,923.2588182,"b'{""traffic_calming"": ""hump""}'"
37219850,923.1406554,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37220618,923.2000054,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37220739,923.1558569,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""ladder"", ""highway"": ""crossing""}'"
37220743,923.1533032,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""yes"", ""highway"": ""crossing""}'"
37220855,923.115137,"b'{""traffic_calming"": ""island""}'"
37220886,923.1179176,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing"", ""traffic_calming"": ""hump""}'"
37221232,923.1256667,"b'{""highway"": ""turning_circle"", ""turning_circle"": ""hammer""}'"
37221310,923.1564522,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""ladder"", ""highway"": ""crossing""}'"
37221346,923.1603494,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37221665,923.1963202,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
37221787,923.1129043,"b'{""crossing"": ""marked"", ""crossing:markings"": ""ladder"", ""highway"": ""crossing""}'"
37222345,923.1631263,"b'{""traffic_calming"": ""island""}'"
37222455,923.1298138,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
37223078,923.1316365,"b'{""traffic_calming"": ""hump""}'"
37223089,923.1297452,"b'{""traffic_calming"": ""hump""}'"
37223096,923.1277395,"b'{""traffic_calming"": ""hump""}'"
37223105,923.1258689,"b'{""traffic_calming"": ""hump""}'"
37223180,923.2151179,"b'{""traffic_calming"": ""hump""}'"
37223189,923.2099171,"b'{""traffic_calming"": ""hump""}'"
37223552,923.1156548,"b'{""highway"": ""turning_circle"", ""turning_circle"": ""hammer""}'"
37224038,923.1364753,"b'{""direction"": ""both"", ""traffic_calming"": ""bump""}'"
37224075,923.1118664,"b'{""direction"": ""both"", ""traffic_calming"": ""table""}'"
37224785,923.1636411,"b'{""traffic_calming"": ""hump""}'"
37224798,923.1614296,"b'{""traffic_calming"": ""hump""}'"
37224812,923.1595436,"b'{""traffic_calming"": ""hump""}'"
37224837,923.1534923,"b'{""traffic_calming"": ""hump""}'"
37225376,923.1496286,"b'{""traffic_calming"": ""hump""}'"
37225672,923.130894,"b'{""traffic_calming"": ""island""}'"
37225696,923.1310621,"b'{""check_date"": ""2022-03-04"", ""traffic_calming"": ""island""}'"
37225860,923.1394064,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
37226004,923.2032683,"b'{""crossing"": ""marked"", ""crossing:markings"": ""yes"", ""highway"": ""crossing""}'"
37226223,923.0967922,"b'{""barrier"": ""swing_gate"", ""swing_gate:type"": ""double""}'"
37226241,923.2034354,"b'{""traffic_calming"": ""hump""}'"
37226463,923.1938709,"b'{""crossing"": ""traffic_signals"", ""highway"": ""crossing""}'"
37226478,923.1877669,"b'{""crossing"": ""traffic_signals"", ""crossing:island"": ""no"", ""highway"": ""crossing""}'"
37226535,923.1707971,"b'{""traffic_calming"": ""hump""}'"
37226542,923.1701983,"b'{""traffic_calming"": ""hump""}'"
37226558,923.1737274,"b'{""traffic_calming"": ""hump""}'"
37226574,923.1769128,"b'{""crossing"": ""unmarked"", ""crossing:markings"": ""no"", ""highway"": ""crossing""}'"
37226879,923.152661,"b'{""traffic_calming"": ""bump""}'"
37227003,923.1740652999999,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
37227377,923.1922111,"b'{""traffic_calming"": ""hump""}'"
37227758,923.2420681,"b'{""information"": ""guidepost"", ""name"": ""HA12"", ""operator"": ""Patapsco Valley State Park"", ""operator:wikidata"": ""Q6781308"", ""source"": ""Patapsco Valley State Park"", ""tourism"": ""information""}'"
37229578,923.1541698,"b'{""direction"": ""both"", ""traffic_calming"": ""hump""}'"
37229584,923.1561985,"b'{""direction"": ""both"", ""traffic_calming"": ""hump""}'"
37229598,923.1559203,"b'{""direction"": ""both"", ""traffic_calming"": ""hump""}'"
37229613,923.1558381,"b'{""direction"": ""both"", ""traffic_calming"": ""hump""}'"
37229617,923.1557913,"b'{""direction"": ""both"", ""traffic_calming"": ""hump""}'"
37230177,923.1682409,"b'{""traffic_calming"": ""hump""}'"
37230331,923.1534759,"b'{""traffic_calming"": ""bump""}'"
37230342,923.1550523,"b'{""traffic_calming"": ""bump""}'"
37230790,923.1275512,"b'{""traffic_calming"": ""hump""}'"
37231054,923.1638441,"b'{""crossing"": ""unmarked"", ""crossing:markings"": ""no"", ""highway"": ""crossing""}'"
37231465,923.1393818,"b'{""traffic_calming"": ""hump""}'"
37231925,923.1389391,"b'{""highway"": ""stop"", ""side"": ""right""}'"
37232045,922.9468397,"b'{""barrier"": ""block"", ""bicycle"": ""yes"", ""foot"": ""yes"", ""motor_vehicle"": ""no""}'"
37232046,922.9466893,"b'{""barrier"": ""block"", ""bicycle"": ""yes"", ""foot"": ""yes"", ""motor_vehicle"": ""no""}'"
37232550,923.1498745,"b'{""traffic_calming"": ""choker""}'"
37232595,923.169347,"b'{""traffic_calming"": ""hump""}'"
37232600,923.1688186,"b'{""traffic_calming"": ""hump""}'"
37232606,923.1679139,"b'{""traffic_calming"": ""hump""}'"
37232628,923.1594099,"b'{""traffic_calming"": ""hump""}'"
37232644,923.1586464,"b'{""surface"": ""asphalt"", ""traffic_calming"": ""hump""}'"
37232655,923.1581207,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""ladder"", ""highway"": ""crossing""}'"
37232840,923.2179746,"b'{""traffic_calming"": ""hump""}'"
37232852,923.2212589,"b'{""traffic_calming"": ""island""}'"
37232984,923.141043,"b'{""traffic_calming"": ""hump""}'"
37232990,923.1417544,"b'{""traffic_calming"": ""hump""}'"
37233247,923.1466447,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
37233981,923.1101949,"b'{""traffic_calming"": ""hump""}'"
37234101,923.2134183000001,"b'{""access"": ""yes"", ""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""yes"", ""lit"": ""no"", ""operator"": ""CSX Transportation"", ""operator:wikidata"": ""Q856783"", ""phone"": ""+1-800-232-0144"", ""railway"": ""level_crossing"", ""ref"": ""140251E""}'"
37234148,923.1989308,"b'{""access"": ""yes"", ""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""yes"", ""lit"": ""no"", ""operator"": ""CSX Transportation"", ""operator:wikidata"": ""Q856783"", ""phone"": ""+1-800-232-0144"", ""railway"": ""level_crossing"", ""ref"": ""140226W""}'"
37234762,923.2545229,"b'{""access"": ""foot"", ""crossing:barrier"": ""no"", ""operator"": ""CSX Transportation"", ""operator:wikidata"": ""Q856783"", ""railway"": ""crossing"", ""ref"": ""938321B""}'"
37234837,923.223569,"b'{""access"": ""foot"", ""operator"": ""CSX Transportation"", ""operator:wikidata"": ""Q856783"", ""railway"": ""crossing"", ""ref"": ""938322H""}'"
37235832,923.0902415,"b'{""highway"": ""traffic_signals"", ""note"": ""Northbound is motorway on both sides; unsure of the proper way to map this."", ""operator"": ""SHA - Signal Operations"", ""operator:wikidata"": ""Q5203575"", ""postal_code"": ""20723"", ""ref"": ""3183"", ""traffic_signals"": ""blinker""}'"
37236356,923.1292028,"b'{""highway"": ""stop"", ""side"": ""right"", ""traffic_sign:backward"": ""US:R1-1""}'"
37236541,923.1857308,"b'{""crossing"": ""marked"", ""highway"": ""crossing""}'"
37236703,923.1730219,"b'{""traffic_calming"": ""hump""}'"
37236734,923.1755405,"b'{""traffic_calming"": ""hump""}'"
37237012,923.1244134,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
37237384,923.1657786,"b'{""traffic_calming"": ""hump""}'"
37237397,923.1630064999999,"b'{""traffic_calming"": ""hump""}'"
37237401,923.1612041,"b'{""traffic_calming"": ""hump""}'"
37237404,923.1601768,"b'{""traffic_calming"": ""hump""}'"
37237418,923.1561548,"b'{""traffic_calming"": ""hump""}'"
37237583,923.1821484,"b'{""highway"": ""turning_circle"", ""turning_circle"": ""circle""}'"
37238279,923.5388349,"b'{""access"": ""yes"", ""crossing:barrier"": ""half"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""lit"": ""no"", ""operator"": ""Norfolk Southern Corp"", ""operator:wikidata"": ""Q1321054"", ""phone"": ""+1-800-946-4744"", ""railway"": ""level_crossing"", ""ref"": ""530551V""}'"
37238857,923.210462,"b'{""information"": ""guidepost"", ""name"": ""HH64"", ""operator"": ""Patapsco Valley State Park"", ""operator:wikidata"": ""Q6781308"", ""source"": ""Patapsco Valley State Park"", ""tourism"": ""information""}'"
37239804,923.1927001,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
37240531,923.5073272,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""ladder:skewed"", ""crossing:signals"": ""no"", ""highway"": ""crossing""}'"
37240749,923.1745251,"b'{""crossing"": ""marked"", ""crossing:island"": ""no"", ""crossing:markings"": ""yes"", ""highway"": ""crossing"", ""tactile_paving"": ""yes""}'"
37241193,877.2381866000001,"b'{""crossing"": ""marked"", ""crossing:markings"": ""zebra"", ""highway"": ""crossing""}'"
37241589,923.1586781,"b'{""traffic_calming"": ""bump""}'"
37241624,923.1577273,"b'{""traffic_calming"": ""bump""}'"
37241629,923.157793,"b'{""traffic_calming"": ""bump""}'"
37242057,923.1903939,"b'{""traffic_calming"": ""hump""}'"
